0 1 2
2142 0 2
2143 1 1
2144 0 1
2145 0 0
2146 0 2
2147 1 1
2148 1 1
2149 1 2
2150 1 1
2151 1 1
2152 1 0
2153 1 2
2154 1 1
2155 0 0
2156 0 0
2157 1 1
2158 1 1
2159 1 0
2160 1 0
2161 1 2
2162 0 2
2163 1 1
2164 0 0
2165 0 0
2166 0 1
2167 0 1
2168 1 2
2169 0 2
2170 1 2
2171 0 0
2172 0 2
2173 1 2
2174 0 1
2175 1 0
2176 1 0
2177 0 2
2178 1 1
2179 1 1
2180 1 2
2181 1 0
2182 1 1
2183 1 2
2184 1 2
2185 1 2
2186 0 1
2187 1 1
2188 0 0
2189 1 1
2190 1 0
2191 1 1
2192 0 0
2193 1 0
2194 1 2
2195 1 0
2196 1 2
2197 1 2
2198 1 2
2199 1 2
2200 1 0
2201 1 0
2202 1 1
2203 1 0
2204 0 0
2205 1 2
2206 1 2
2207 1 2
2208 1 0
2209 1 2
2210 1 1
2211 1 0
2212 0 2
2213 0 1
2214 1 1
2215 1 1
2216 1 0
2217 1 2
2218 1 0
2219 0 0
2220 1 1
2221 1 0
2222 1 2
2223 1 1
2224 1 1
2225 1 1
2226 1 2
2227 1 2
2228 1 2
2229 0 2
2230 1 2
2231 0 2
2232 1 1
2233 1 2
2234 0 2
2235 0 0
2236 1 0
2237 1 0
2238 1 1
2239 1 0
2240 0 1
2241 1 2
2242 0 1
2243 0 2
2244 0 2
2245 1 1
2246 1 2
2247 1 2
2248 1 2
2249 0 1
2250 1 0
2251 0 2
2252 1 2
2253 1 0
2254 1 2
2255 0 1
2256 1 0
2257 0 1
2258 1 1
2259 0 1
2260 1 0
2261 1 2
2262 1 0
2263 1 0
2264 0 0
2265 0 1
2266 1 0
2267 0 0
2268 1 2
2269 1 1
2270 1 1
2271 0 1
2272 1 0
2273 0 1
2274 1 1
2275 1 1
2276 0 2
2277 0 2
2278 1 1
2279 1 1
2280 1 0
2281 0 1
2282 1 2
2283 0 1
2284 1 2
2285 0 2
2286 1 2
2287 0 1
2288 0 2
2289 0 1
2290 1 1
2291 1 1
2292 1 0
2293 1 1
2294 1 2
2295 1 1
2296 1 1
2297 1 2
2298 0 1
2299 1 1
2300 1 0
2301 1 0
2302 1 1
2303 1 0
2304 1 2
2305 1 1
2306 1 2
2307 1 1
2308 1 2
2309 1 1
2310 1 1
2311 1 1
2312 1 1
2313 0 1
2314 1 0
2315 1 1
2316 1 1
2317 0 1
2318 1 2
2319 1 0
2320 1 1
2321 0 1
2322 1 1
2323 1 2
2324 1 2
2325 0 1
2326 1 1
2327 1 1
2328 0 2
2329 1 0
2330 1 1
2331 1 1
2332 1 0
2333 0 1
2334 0 1
2335 0 1
2336 1 1
2337 1 2
2338 1 1
2339 1 1
2340 0 1
2341 1 1
2342 1 1
2343 1 0
2344 1 0
2345 1 1
2346 1 2
2347 1 1
2348 0 2
2349 1 0
2350 1 1
2351 0 0
2352 1 2
2353 1 1
2354 0 1
2355 0 2
2356 0 0
2357 1 1
2358 1 1
2359 1 2
2360 0 1
2361 1 0
2362 1 2
2363 1 1
2364 1 1
2365 1 0
2366 1 1
2367 1 0
2368 0 0
2369 0 0
2370 1 1
2371 1 0
2372 0 1
2373 1 2
2374 0 0
2375 1 2
2376 1 2
2377 0 2
2378 1 0
2379 1 2
2380 1 1
2381 1 1
2382 0 2
2383 1 2
2384 0 1
2385 1 2
2386 0 2
2387 1 2
2388 0 0
2389 1 2
2390 1 1
2391 0 1
2392 1 2
2393 0 1
2394 1 1
2395 0 2
2396 1 2
2397 1 1
2398 1 2
2399 1 2
2400 1 2
2401 1 2
2402 0 1
2403 1 0
2404 0 2
2405 1 2
2406 1 1
2407 1 0
2408 0 2
2409 0 1
2410 1 1
2411 0 2
2412 0 1
2413 1 1
2414 1 1
2415 0 0
2416 1 1
2417 1 2
2418 1 1
2419 1 2
2420 1 1
2421 0 1
2422 1 1
2423 1 1
2424 0 0
2425 1 0
2426 0 2
2427 1 2
2428 1 1
2429 1 1
2430 1 2
2431 1 2
2432 1 1
2433 1 1
2434 1 2
2435 1 1
2436 1 1
2437 1 2
2438 1 1
2439 0 2
2440 1 2
2441 1 0
2442 1 0
2443 1 0
2444 1 0
2445 0 1
2446 1 2
2447 0 1
2448 1 1
2449 0 2
2450 1 2
2451 1 2
2452 0 0
2453 1 1
2454 1 2
2455 1 1
2456 0 0
2457 1 2
2458 1 1
2459 1 1
2460 1 1
2461 1 2
2462 0 2
2463 1 1
2464 1 2
2465 0 0
2466 1 2
2467 1 0
2468 1 2
2469 1 2
2470 0 1
2471 1 1
2472 1 0
2473 1 2
2474 1 2
2475 1 1
2476 1 2
2477 1 1
2478 1 2
2479 1 1
2480 0 1
2481 0 0
2482 1 2
2483 1 1
2484 1 2
2485 0 2
2486 1 2
2487 0 0
2488 0 0
2489 1 2
2490 1 2
2491 1 1
2492 1 2
2493 1 1
2494 0 1
2495 1 1
2496 0 1
2497 1 1
2498 0 1
2499 0 2
2500 1 2
2501 1 2
2502 1 2
2503 1 1
2504 1 2
2505 1 0
2506 1 1
2507 1 2
2508 1 1
2509 1 0
2510 1 2
2511 1 2
2512 1 2
2513 1 2
2514 0 1
2515 1 0
2516 1 0
2517 1 0
2518 0 2
2519 1 0
2520 1 2
2521 1 2
2522 1 1
2523 1 0
2524 1 1
2525 1 1
2526 1 2
2527 1 2
2528 1 2
2529 1 2
2530 1 1
2531 1 1
2532 1 2
2533 1 0
2534 1 1
2535 0 1
2536 1 1
2537 1 2
2538 1 1
2539 0 0
2540 0 0
2541 1 2
2542 0 1
2543 1 1
2544 1 1
2545 1 1
2546 1 0
2547 1 1
2548 1 1
2549 1 2
2550 0 2
2551 0 2
2552 1 1
2553 1 0
2554 1 0
2555 1 2
2556 1 2
2557 0 1
2558 0 1
2559 1 0
2560 0 1
2561 1 0
2562 1 2
2563 0 2
2564 1 1
2565 1 1
2566 1 1
2567 1 1
2568 1 1
2569 1 2
2570 1 0
2571 1 1
2572 1 1
2573 1 2
2574 0 1
2575 0 1
2576 1 1
2577 1 1
2578 1 1
2579 1 2
2580 1 2
2581 1 0
2582 1 1
2583 0 2
2584 1 2
2585 1 1
2586 1 2
2587 0 2
2588 1 1
2589 1 0
2590 1 1
2591 1 0
2592 1 2
2593 0 2
2594 1 0
2595 1 1
2596 0 0
2597 1 0
2598 1 0
2599 1 1
2600 1 1
2601 1 2
2602 1 1
2603 0 2
2604 1 1
2605 1 1
2606 0 2
2607 1 0
2608 1 0
2609 0 1
2610 1 0
2611 1 1
2612 1 0
2613 1 0
2614 0 0
2615 1 2
2616 1 0
2617 1 1
2618 1 0
2619 1 2
2620 1 0
2621 1 0
2622 0 0
2623 0 1
2624 1 1
2625 1 1
2626 1 0
2627 1 2
2628 0 1
2629 0 0
2630 1 2
2631 1 2
2632 0 2
2633 0 1
2634 0 2
2635 1 1
2636 1 2
2637 1 0
2638 1 2
2639 0 1
2640 1 0
2641 1 1
2642 1 1
2643 1 2
2644 1 2
2645 0 2
2646 1 1
2647 0 2
2648 1 2
2649 1 1
2650 1 0
2651 1 0
2652 1 0
2653 0 1
2654 1 2
2655 0 1
2656 1 1
2657 1 1
2658 1 1
2659 1 1
2660 1 1
2661 0 0
2662 1 0
2663 1 2
2664 0 2
2665 1 1
2666 1 2
2667 0 2
2668 1 2
2669 1 0
2670 0 0
2671 0 2
2672 1 0
2673 1 2
2674 1 2
2675 1 1
2676 0 2
2677 0 0
2678 1 2
2679 0 2
2680 0 1
2681 0 2
2682 1 1
2683 1 2
2684 1 1
2685 1 2
2686 0 2
2687 1 1
2688 0 2
2689 1 0
2690 1 2
2691 0 2
2692 0 1
2693 1 0
2694 1 1
2695 1 1
2696 1 1
2697 1 1
2698 1 1
2699 1 2
2700 1 2
2701 1 2
2702 1 1
2703 1 0
2704 1 0
2705 1 1
2706 1 0
2707 1 1
2708 0 2
2709 1 0
2710 1 2
2711 1 1
2712 1 1
2713 1 0
2714 1 2
2715 1 1
2716 1 1
2717 1 2
2718 1 2
2719 1 0
2720 0 1
2721 1 1
2722 1 1
2723 1 1
2724 1 0
2725 1 1
2726 0 1
2727 0 2
2728 0 1
2729 1 0
2730 1 2
2731 1 2
2732 1 2
2733 0 2
2734 0 2
2735 1 1
2736 1 1
2737 1 2
2738 1 1
2739 1 2
2740 1 1
2741 1 1
2742 1 2
2743 0 2
2744 0 1
2745 1 1
2746 1 1
2747 1 1
2748 0 2
2749 1 1
2750 1 1
2751 1 1
2752 1 1
2753 0 2
2754 1 0
2755 1 1
2756 1 0
2757 1 1
2758 1 2
2759 1 1
2760 1 1
2761 1 2
2762 1 1
2763 1 1
2764 0 2
2765 1 1
2766 1 2
2767 1 2
2768 1 0
2769 0 2
2770 1 2
2771 1 1
2772 0 0
2773 1 1
2774 1 2
2775 1 1
2776 0 1
2777 1 0
2778 1 0
2779 1 2
2780 1 2
2781 1 2
2782 1 1
2783 1 1
2784 1 2
2785 1 1
2786 1 2
2787 1 0
2788 1 0
2789 1 1
2790 1 1
2791 1 0
2792 1 0
2793 1 1
2794 1 2
2795 1 1
2796 1 0
2797 1 1
2798 1 1
2799 0 2
2800 0 1
2801 1 1
2802 1 2
2803 0 1
2804 0 0
2805 0 2
2806 0 0
2807 1 1
2808 1 2
2809 0 2
2810 1 0
2811 1 1
2812 0 2
2813 1 2
2814 1 2
2815 1 1
2816 1 2
2817 1 1
2818 0 0
2819 1 1
2820 1 1
2821 0 2
2822 1 1
2823 1 2
2824 1 1
2825 1 2
2826 1 0
2827 1 1
2828 0 2
2829 0 2
2830 0 1
2831 0 1
2832 0 1
2833 0 1
2834 0 1
2835 1 2
2836 1 1
2837 1 0
2838 0 0
2839 1 2
2840 1 0
2841 1 0
2842 1 0
2843 1 1
2844 0 2
2845 1 0
2846 0 2
2847 1 1
2848 1 2
2849 1 1
2850 1 2
2851 1 2
2852 1 1
2853 0 1
2854 1 2
2855 1 1
2856 1 1
2857 1 1
2858 1 2
2859 1 2
2860 1 1
2861 1 0
2862 1 2
2863 1 1
2864 0 1
2865 1 0
2866 0 0
2867 0 1
2868 1 1
2869 1 0
2870 1 1
2871 0 2
2872 1 1
2873 1 2
2874 0 1
2875 1 2
2876 0 2
2877 1 0
2878 1 1
2879 1 2
2880 1 1
2881 1 1
2882 1 2
2883 1 0
2884 1 1
2885 1 1
2886 1 1
2887 1 1
2888 0 2
2889 1 0
2890 0 2
2891 1 1
2892 1 2
2893 1 2
2894 1 2
2895 1 2
2896 1 0
2897 1 0
2898 0 2
2899 1 1
2900 1 1
2901 1 1
2902 1 2
2903 1 1
2904 1 1
2905 1 0
2906 1 2
2907 1 0
2908 1 1
2909 1 2
2910 1 0
2911 1 2
2912 1 2
2913 1 0
2914 0 2
2915 1 1
2916 1 2
2917 0 2
2918 1 2
2919 1 2
2920 1 1
2921 0 1
2922 1 0
2923 1 1
2924 1 1
2925 1 1
2926 1 2
2927 1 1
2928 1 0
2929 1 1
2930 1 0
2931 1 1
2932 1 0
2933 1 2
2934 1 1
2935 0 2
2936 1 2
2937 1 2
2938 1 1
2939 1 0
2940 1 2
2941 1 2
2942 1 1
2943 1 1
2944 0 1
2945 1 1
2946 1 2
2947 1 1
2948 1 1
2949 1 1
2950 1 2
2951 1 2
2952 1 1
2953 1 2
2954 1 2
2955 1 0
2956 0 2
2957 0 2
2958 0 2
2959 0 1
2960 1 1
2961 0 2
2962 1 2
2963 1 1
2964 0 0
2965 0 2
2966 1 1
2967 1 2
2968 1 2
2969 1 2
2970 1 1
2971 0 2
2972 1 2
2973 1 2
2974 1 0
2975 1 1
2976 0 0
2977 1 1
2978 0 1
2979 0 0
2980 1 1
2981 1 2
2982 0 1
2983 0 1
2984 1 2
2985 0 2
2986 0 2
2987 1 2
2988 1 1
2989 1 1
2990 1 2
2991 1 1
2992 0 0
2993 0 1
2994 1 2
2995 1 1
2996 1 1
2997 1 1
2998 1 2
2999 1 2
3000 1 0
3001 1 2
3002 1 2
3003 1 2
3004 1 2
3005 0 1
3006 1 2
3007 1 2
3008 1 2
3009 1 2
3010 1 2
3011 1 0
3012 1 1
3013 1 1
3014 0 2
3015 1 2
3016 0 2
3017 1 1
3018 1 2
3019 1 2
3020 0 2
3021 1 1
3022 0 2
3023 1 1
3024 0 1
3025 1 1
3026 0 2
3027 1 2
3028 1 1
3029 1 1
3030 1 1
3031 1 1
3032 1 0
3033 1 1
3034 1 2
3035 1 1
3036 1 1
3037 1 0
3038 1 2
3039 0 1
3040 0 2
3041 1 2
3042 0 2
3043 1 2
3044 1 2
3045 1 0
3046 1 1
3047 1 1
3048 1 2
3049 1 2
3050 1 1
3051 1 1
3052 1 1
3053 0 2
3054 1 2
3055 1 1
3056 1 2
3057 1 1
3058 1 1
3059 1 2
3060 1 1
3061 0 2
3062 1 1
3063 1 2
3064 1 2
3065 1 0
3066 1 1
3067 1 2
3068 1 2
3069 0 1
3070 1 1
3071 1 1
3072 1 2
3073 1 1
3074 0 1
3075 1 1
3076 1 1
3077 1 1
3078 1 1
3079 1 2
3080 1 2
3081 1 0
3082 1 0
3083 1 0
3084 1 2
3085 0 1
3086 1 1
3087 1 2
3088 1 2
3089 1 1
3090 1 2
3091 1 0
3092 1 1
3093 1 2
3094 1 2
3095 1 0
3096 0 1
3097 1 1
3098 1 2
3099 1 1
3100 1 2
3101 1 2
3102 1 2
3103 1 2
3104 1 1
3105 1 2
3106 0 2
3107 1 2
3108 1 1
3109 1 1
3110 1 2
3111 1 1
3112 1 2
3113 1 0
3114 0 2
3115 0 2
3116 1 2
3117 1 1
3118 1 1
3119 1 2
3120 1 2
3121 1 2
3122 1 2
3123 1 2
3124 1 2
3125 0 1
3126 1 1
3127 0 2
3128 1 2
3129 1 2
3130 1 2
3131 1 2
3132 0 0
3133 1 2
3134 1 2
3135 0 2
3136 1 2
3137 0 1
3138 1 1
3139 1 1
3140 1 1
3141 0 2
3142 1 2
3143 1 2
3144 1 0
3145 0 2
3146 1 2
3147 0 1
3148 1 1
3149 1 2
3150 0 1
3151 0 2
3152 1 2
3153 0 2
3154 1 1
3155 1 2
3156 1 2
3157 1 2
3158 0 1
3159 1 1
3160 1 0
3161 1 2
3162 1 2
3163 1 2
3164 1 2
3165 0 2
3166 0 2
3167 0 2
3168 0 1
3169 1 1
3170 1 2
3171 0 2
3172 1 2
3173 0 2
3174 1 2
3175 0 1
3176 1 1
3177 1 2
3178 1 2
3179 1 2
3180 1 2
3181 1 2
3182 1 2
3183 1 2
3184 0 2
3185 1 1
3186 1 1
3187 0 0
3188 0 2
3189 1 2
3190 0 2
3191 1 2
3192 1 2
3193 1 2
3194 1 1
3195 1 1
3196 0 2
3197 1 1
3198 1 1
3199 1 2
3200 1 2
3201 0 2
3202 1 2
3203 1 2
3204 1 2
3205 0 2
3206 0 2
3207 1 2
3208 1 1
3209 1 2
3210 1 2
3211 1 2
3212 0 1
3213 1 2
3214 1 2
3215 1 2
3216 1 1
3217 1 2
3218 1 1
3219 1 2
3220 1 1
3221 0 2
3222 1 0
3223 1 2
3224 0 0
3225 0 1
3226 1 2
3227 1 2
3228 1 1
3229 0 2
3230 1 2
3231 1 1
3232 1 1
3233 1 1
3234 1 2
3235 1 1
3236 0 1
3237 1 0
3238 0 2
3239 1 1
3240 1 2
3241 1 1
3242 1 2
3243 0 2
3244 1 0
3245 1 1
3246 0 2
3247 1 2
3248 1 2
3249 0 1
3250 1 2
3251 1 1
3252 1 2
3253 0 1
3254 1 0
3255 1 1
3256 0 1
3257 1 1
3258 1 1
3259 1 1
3260 0 1
3261 1 0
3262 0 0
3263 1 0
3264 1 1
3265 1 0
3266 1 1
3267 1 2
3268 1 2
3269 1 2
3270 0 2
3271 1 0
3272 0 1
3273 1 2
3274 1 1
3275 1 2
3276 1 1
3277 1 2
3278 1 0
3279 1 2
3280 1 1
3281 0 0
3282 1 2
3283 1 0
3284 0 1
3285 0 1
3286 1 1
3287 1 0
3288 1 1
3289 0 1
3290 1 1
3291 1 1
3292 1 1
3293 1 1
3294 0 0
3295 1 2
3296 1 1
3297 1 1
3298 1 2
3299 1 0
3300 1 0
3301 1 1
3302 1 1
3303 1 1
3304 1 1
3305 1 0
3306 0 2
3307 1 1
3308 1 0
3309 1 0
3310 1 1
3311 1 0
3312 1 0
3313 1 1
3314 0 2
3315 1 1
3316 1 1
3317 1 0
3318 1 1
3319 1 2
3320 1 2
3321 1 1
3322 1 1
3323 0 1
3324 1 1
3325 1 1
3326 0 2
3327 1 1
3328 0 2
3329 1 2
3330 1 2
3331 1 2
3332 1 2
3333 1 2
3334 0 1
3335 1 1
3336 1 0
3337 1 2
3338 1 1
3339 1 1
3340 1 1
3341 1 1
3342 0 1
3343 1 2
3344 1 1
3345 1 2
3346 0 2
3347 1 2
3348 0 1
3349 1 1
3350 1 1
3351 1 1
3352 0 1
3353 1 0
3354 1 2
3355 0 2
3356 0 2
3357 1 2
3358 1 1
3359 0 2
3360 1 2
3361 1 2
3362 1 1
3363 1 2
3364 1 1
3365 1 1
3366 0 2
3367 0 1
3368 0 1
3369 1 1
3370 1 1
3371 1 2
3372 1 0
3373 1 2
3374 1 0
3375 1 2
3376 1 2
3377 1 2
3378 1 2
3379 1 1
3380 1 1
3381 1 2
3382 1 2
3383 1 2
3384 1 0
3385 1 1
3386 1 1
3387 1 2
3388 1 2
3389 1 1
3390 1 0
3391 1 0
3392 0 0
3393 1 1
3394 1 1
3395 1 2
3396 1 2
3397 1 0
3398 1 1
3399 1 1
3400 1 1
3401 1 2
3402 0 2
3403 1 0
3404 1 1
3405 1 1
3406 1 0
3407 1 0
3408 1 2
3409 0 1
3410 1 1
3411 1 1
3412 1 1
3413 1 0
3414 1 1
3415 0 2
3416 0 0
3417 1 2
3418 1 1
3419 1 1
3420 1 1
3421 0 1
3422 1 2
3423 1 2
3424 1 0
3425 0 1
3426 1 1
3427 1 2
3428 1 2
3429 1 2
3430 1 1
3431 0 0
3432 0 2
3433 1 1
3434 0 1
3435 1 2
3436 0 1
3437 1 1
3438 0 0
3439 1 1
3440 1 0
3441 0 2
3442 1 1
3443 0 0
3444 0 2
3445 1 1
3446 1 2
3447 1 2
3448 1 1
3449 1 1
3450 1 1
3451 0 1
3452 0 1
3453 0 1
3454 0 0
3455 0 0
3456 1 1
3457 1 1
3458 0 1
3459 1 1
3460 0 1
3461 0 0
3462 1 1
3463 1 1
3464 1 1
3465 1 1
3466 1 1
3467 1 2
3468 1 0
3469 1 1
3470 1 2
3471 1 0
3472 0 2
3473 1 1
3474 1 1
3475 1 1
3476 1 2
3477 0 2
3478 1 2
3479 1 0
3480 1 1
3481 0 1
3482 1 2
3483 1 2
3484 0 1
3485 1 1
3486 1 1
3487 0 1
3488 1 2
3489 0 0
3490 1 1
3491 1 2
3492 1 2
3493 1 2
3494 1 1
3495 1 2
3496 0 2
3497 0 0
3498 1 2
3499 1 2
3500 1 2
3501 1 2
3502 0 2
3503 1 1
3504 1 1
3505 0 1
3506 1 2
3507 1 0
3508 1 2
3509 1 1
3510 1 0
3511 0 2
3512 1 0
3513 1 2
3514 1 0
3515 0 0
3516 0 0
3517 1 2
3518 1 1
3519 1 0
3520 0 0
3521 1 1
3522 1 1
3523 1 2
3524 1 1
3525 1 2
3526 1 1
3527 1 2
3528 1 1
3529 0 1
3530 1 2
3531 1 2
3532 1 2
3533 1 2
3534 1 2
3535 0 2
3536 0 2
3537 1 1
3538 1 2
3539 1 1
3540 1 1
3541 1 0
3542 1 2
3543 1 2
3544 1 0
3545 1 2
3546 1 2
3547 1 1
3548 0 1
3549 1 1
3550 1 2
3551 0 0
3552 1 2
3553 1 0
3554 1 2
3555 0 1
3556 1 2
3557 0 0
3558 1 2
3559 0 2
3560 1 2
3561 1 0
3562 0 1
3563 1 2
3564 0 2
3565 1 2
3566 0 2
3567 1 1
3568 1 1
3569 0 1
3570 1 2
3571 1 2
3572 1 2
3573 1 2
3574 1 1
3575 0 2
3576 1 2
3577 1 1
3578 0 2
3579 0 1
3580 1 2
3581 1 2
3582 1 2
3583 0 1
3584 1 0
3585 0 1
3586 0 2
3587 1 2
3588 1 2
3589 0 2
3590 1 1
3591 0 0
3592 1 0
3593 1 1
3594 1 2
3595 0 1
3596 0 2
3597 1 1
3598 1 2
3599 0 2
3600 1 0
3601 1 0
3602 0 2
3603 1 0
3604 0 2
3605 0 2
3606 1 1
3607 0 1
3608 1 2
3609 1 2
3610 1 0
3611 1 0
3612 1 1
3613 1 1
3614 1 2
3615 1 2
3616 0 0
3617 1 1
3618 0 1
3619 1 1
3620 1 2
3621 0 2
3622 1 1
3623 0 2
3624 1 1
3625 0 2
3626 1 1
3627 0 2
3628 1 2
3629 0 1
3630 1 1
3631 0 2
3632 0 0
3633 0 2
3634 1 2
3635 0 2
3636 1 1
3637 1 1
3638 1 1
3639 1 1
3640 1 1
3641 1 1
3642 0 2
3643 1 2
3644 1 1
3645 1 2
3646 0 2
3647 0 2
3648 1 2
3649 1 1
3650 1 1
3651 1 2
3652 1 2
3653 0 2
3654 1 0
3655 0 2
3656 1 0
3657 0 1
3658 1 1
3659 1 1
3660 1 2
3661 0 1
3662 1 2
3663 1 1
3664 1 1
3665 1 1
3666 1 2
3667 1 2
3668 1 2
3669 0 2
3670 1 2
3671 0 2
3672 1 2
3673 0 2
3674 0 1
3675 0 1
3676 0 1
3677 1 1
3678 1 0
3679 1 2
3680 0 0
3681 1 0
3682 1 2
3683 0 1
3684 1 0
3685 1 2
3686 1 2
3687 0 1
3688 1 2
3689 1 2
3690 1 2
3691 1 1
3692 1 1
3693 0 1
3694 1 2
3695 1 1
3696 0 2
3697 1 2
3698 1 2
3699 0 2
3700 1 2
3701 1 2
3702 1 1
3703 0 2
3704 0 1
3705 1 2
3706 1 2
3707 1 2
3708 1 1
3709 1 0
3710 1 1
3711 1 2
3712 1 1
3713 1 1
3714 1 2
3715 1 2
3716 1 2
3717 1 0
3718 1 2
3719 0 2
3720 1 2
3721 1 1
3722 1 1
3723 1 2
3724 1 2
3725 1 1
3726 1 2
3727 1 1
3728 0 2
3729 1 2
3730 1 2
3731 1 0
3732 0 2
3733 1 1
3734 0 1
3735 1 2
3736 1 2
3737 1 2
3738 1 2
3739 0 0
3740 0 2
3741 1 1
3742 0 1
3743 1 1
3744 1 2
3745 1 2
3746 1 1
3747 0 2
3748 1 0
3749 1 0
3750 1 2
3751 1 2
3752 0 2
3753 0 2
3754 1 1
3755 0 2
3756 1 2
3757 1 2
3758 0 2
3759 1 1
3760 1 1
3761 1 1
3762 0 1
3763 1 0
3764 0 2
3765 0 1
3766 0 1
3767 1 2
3768 1 1
3769 0 2
3770 1 2
3771 0 2
3772 0 0
3773 0 2
3774 1 1
3775 1 2
3776 0 2
3777 1 1
3778 0 0
3779 1 1
3780 1 2
3781 1 2
3782 1 2
3783 1 2
3784 1 2
3785 1 2
3786 0 0
3787 1 0
3788 1 1
3789 0 1
3790 1 2
3791 1 1
3792 0 1
3793 1 2
3794 1 2
3795 1 1
3796 1 1
3797 1 2
3798 1 1
3799 0 2
3800 0 0
3801 1 2
3802 1 1
3803 1 0
3804 1 2
3805 1 1
3806 0 1
3807 0 2
3808 1 1
3809 1 2
3810 1 2
3811 1 0
3812 0 2
3813 1 1
3814 1 2
3815 1 2
3816 1 0
3817 1 2
3818 1 1
3819 1 1
3820 0 2
3821 1 2
3822 1 2
3823 0 2
3824 0 2
3825 0 1
3826 0 2
3827 1 2
3828 1 2
3829 1 1
3830 1 2
3831 1 2
3832 1 1
3833 1 2
3834 1 2
3835 1 1
3836 1 2
3837 1 2
3838 1 2
3839 0 1
3840 1 2
3841 1 0
3842 1 1
3843 1 2
3844 1 1
3845 1 0
3846 1 1
3847 1 2
3848 1 1
3849 1 0
3850 1 1
3851 1 0
3852 1 0
3853 1 1
3854 1 1
3855 1 0
3856 0 1
3857 1 1
3858 1 0
3859 1 2
3860 0 0
3861 0 0
3862 1 1
3863 1 1
3864 1 2
3865 0 2
3866 1 2
3867 1 2
3868 1 0
3869 0 2
3870 1 0
3871 1 2
3872 0 2
3873 1 2
3874 1 2
3875 1 1
3876 1 2
3877 1 1
3878 0 2
3879 0 0
3880 1 0
3881 0 2
3882 1 2
3883 1 0
3884 0 2
3885 0 2
3886 1 2
3887 1 1
3888 1 2
3889 1 2
3890 0 2
3891 0 0
3892 0 1
3893 0 2
3894 1 2
3895 1 2
3896 1 1
3897 1 1
3898 1 2
3899 0 2
3900 1 1
3901 1 0
3902 1 1
3903 1 0
3904 1 1
3905 1 1
3906 1 2
3907 1 0
3908 1 2
3909 1 0
3910 1 1
3911 1 1
3912 1 1
3913 1 1
3914 0 1
3915 1 1
3916 1 1
3917 1 1
3918 1 2
3919 0 1
3920 0 1
3921 1 1
3922 0 0
3923 0 2
3924 0 2
3925 1 2
3926 0 1
3927 1 1
3928 0 2
3929 1 0
3930 1 1
3931 0 1
3932 1 2
3933 1 2
3934 0 1
3935 1 2
3936 1 0
3937 1 2
3938 1 2
3939 0 1
3940 1 0
3941 1 1
3942 0 1
3943 1 1
3944 1 2
3945 1 1
3946 0 1
3947 1 1
3948 0 1
3949 0 1
3950 1 1
3951 0 0
3952 1 0
3953 1 1
3954 1 0
3955 1 2
3956 1 1
3957 1 2
3958 1 2
3959 1 2
3960 1 1
3961 1 1
3962 1 2
3963 1 1
3964 1 1
3965 1 1
3966 0 0
3967 0 1
3968 1 2
3969 0 2
3970 1 2
3971 1 1
3972 1 2
3973 0 1
3974 1 0
3975 1 0
3976 1 1
3977 1 2
3978 1 1
3979 1 1
3980 0 2
3981 1 1
3982 1 1
3983 0 1
3984 0 1
3985 0 1
3986 1 2
3987 1 0
3988 0 1
3989 1 1
3990 0 2
3991 1 1
3992 1 0
3993 0 2
3994 0 1
3995 0 2
3996 0 2
3997 0 1
3998 0 1
3999 1 1
4000 1 0
4001 0 2
4002 1 0
4003 0 2
4004 1 1
4005 0 2
4006 1 2
4007 0 0
4008 1 0
4009 0 2
4010 1 2
4011 1 2
4012 0 1
4013 1 0
4014 1 0
4015 1 0
4016 0 1
4017 1 1
4018 1 1
4019 1 1
4020 1 2
4021 1 1
4022 0 0
4023 1 2
4024 1 0
4025 0 1
4026 1 1
4027 0 1
4028 1 2
4029 1 2
4030 1 0
4031 1 2
4032 1 1
4033 1 0
4034 1 1
4035 0 0
4036 0 1
4037 1 1
4038 0 2
4039 0 2
4040 1 1
4041 0 2
4042 1 1
4043 1 2
4044 0 1
4045 0 1
4046 1 0
4047 0 1
4048 0 0
4049 1 2
4050 1 2
4051 0 2
4052 0 2
4053 1 1
4054 1 2
4055 0 1
4056 0 1
4057 0 2
4058 1 2
4059 1 2
4060 0 2
4061 0 1
4062 1 2
4063 1 1
4064 1 1
4065 1 2
4066 1 2
4067 1 1
4068 1 1
4069 0 0
4070 1 1
4071 0 2
4072 1 2
4073 1 2
4074 1 0
4075 1 0
4076 0 1
4077 1 2
4078 1 0
4079 1 2
4080 0 0
4081 1 2
4082 1 0
4083 0 0
4084 1 0
4085 1 2
4086 1 2
4087 1 2
4088 1 1
4089 1 1
4090 1 2
4091 1 2
4092 1 2
4093 1 1
4094 1 1
4095 1 1
4096 1 2
4097 1 2
4098 0 1
4099 1 2
4100 1 0
4101 0 1
4102 1 2
4103 1 1
4104 1 1
4105 1 1
4106 1 1
4107 1 0
4108 1 2
4109 1 0
4110 1 0
4111 1 2
4112 0 2
4113 1 1
4114 1 1
4115 0 2
4116 0 1
4117 0 2
4118 1 1
4119 1 1
4120 1 2
4121 0 1
4122 1 2
4123 1 1
4124 1 1
4125 1 0
4126 1 2
4127 0 1
4128 1 2
4129 1 0
4130 0 2
4131 1 2
4132 1 2
4133 1 2
4134 1 2
4135 0 1
4136 1 1
4137 1 2
4138 0 2
4139 1 1
4140 1 2
